station,province,date,rainfall_mm,max_temp_c,min_temp_c,humidity_pct,wind_speed_kmh
Gweru,Midlands,2025-04-09,32.5,29.3,14.1,38.1,3.2
Gweru,Midlands,2025-04-10,74.0,20.4,11.1,54.5,7.9
Gweru,Midlands,2025-04-11,32.5,21.8,11.3,74.0,22.8
Gweru,Midlands,2025-04-12,8.3,30.0,16.1,69.2,14.2
Gweru,Midlands,2025-04-13,21.6,30.0,13.7,42.0,12.3
Gweru,Midlands,2025-04-14,61.1,27.1,13.0,75.8,26.4
Gweru,Midlands,2025-04-15,34.7,25.6,16.1,33.2,20.7
Gweru,Midlands,2025-04-16,62.6,26.0,11.7,31.6,19.1
Gweru,Midlands,2025-04-17,21.5,27.0,13.9,39.6,15.3
Gweru,Midlands,2025-04-18,36.8,29.4,12.5,41.8,24.4
Gweru,Midlands,2025-04-19,56.2,31.6,11.2,42.3,17.3
Gweru,Midlands,2025-04-20,68.6,33.4,18.3,32.4,24.6
Gweru,Midlands,2025-04-21,71.9,20.9,14.2,59.5,7.0
Gweru,Midlands,2025-04-22,41.3,33.3,18.7,81.7,14.5
Gweru,Midlands,2025-04-23,32.8,30.0,14.2,32.3,21.6
Gweru,Midlands,2025-04-24,22.5,20.7,10.2,81.2,7.6
Gweru,Midlands,2025-04-25,35.8,34.3,14.7,34.3,16.6
Gweru,Midlands,2025-04-26,7.1,21.4,18.5,45.9,20.4
Gweru,Midlands,2025-04-27,40.7,23.3,15.2,33.8,10.4
Gweru,Midlands,2025-04-28,41.8,23.4,16.6,32.8,14.5
Gweru,Midlands,2025-04-29,57.2,26.4,18.7,64.8,28.8
Gweru,Midlands,2025-04-30,22.7,34.1,16.1,71.0,27.1
Gweru,Midlands,2025-05-01,44.1,32.9,15.4,63.0,13.4
Gweru,Midlands,2025-05-02,11.7,28.3,19.8,73.3,22.4
Gweru,Midlands,2025-05-03,51.5,25.2,11.7,42.4,0.2
Gweru,Midlands,2025-05-04,53.9,32.2,12.7,35.1,10.1
Gweru,Midlands,2025-05-05,23.4,26.8,12.6,48.7,27.2
Gweru,Midlands,2025-05-06,26.8,31.8,16.3,48.6,24.5
Gweru,Midlands,2025-05-07,47.6,20.1,10.7,71.4,13.4
Gweru,Midlands,2025-05-08,32.4,22.2,11.6,73.9,24.9
Gweru,Midlands,2025-05-09,44.8,24.4,19.3,64.3,23.9
Gweru,Midlands,2025-05-10,0.3,26.8,18.7,48.6,21.8
Gweru,Midlands,2025-05-11,52.6,22.3,17.7,36.2,21.8
Gweru,Midlands,2025-05-12,79.3,34.4,18.0,59.4,20.2
Gweru,Midlands,2025-05-13,58.2,20.1,11.0,62.8,0.2
Gweru,Midlands,2025-05-14,72.7,27.3,12.6,51.7,25.5
Gweru,Midlands,2025-05-15,74.2,21.7,17.8,61.8,17.6
Gweru,Midlands,2025-05-16,62.4,23.3,15.3,47.6,2.8
Gweru,Midlands,2025-05-17,8.4,22.0,16.1,35.8,17.1
Gweru,Midlands,2025-05-18,47.1,33.6,16.3,84.2,0.9
Gweru,Midlands,2025-05-19,56.3,20.4,17.3,51.2,18.3
Gweru,Midlands,2025-05-20,24.8,22.4,17.2,79.8,5.5
Gweru,Midlands,2025-05-21,73.7,22.1,17.4,82.8,4.4
Gweru,Midlands,2025-05-22,34.8,25.1,13.9,71.4,19.8
Gweru,Midlands,2025-05-23,77.5,22.8,15.4,54.7,27.6
Gweru,Midlands,2025-05-24,0.8,34.8,14.8,64.4,10.8
Gweru,Midlands,2025-05-25,68.2,28.4,16.6,65.7,10.9
Gweru,Midlands,2025-05-26,6.1,32.1,12.9,76.7,18.3
Gweru,Midlands,2025-05-27,28.3,28.9,16.5,68.9,24.7
Gweru,Midlands,2025-05-28,12.8,34.2,14.1,77.3,6.6
Gweru,Midlands,2025-05-29,2.3,28.6,13.2,84.1,3.1
Gweru,Midlands,2025-05-30,3.8,20.7,12.2,61.9,15.2
Gweru,Midlands,2025-05-31,28.0,21.3,12.3,40.1,22.4
Gweru,Midlands,2025-06-01,62.4,31.7,19.7,78.6,14.9
Gweru,Midlands,2025-06-02,33.2,33.7,16.1,46.2,16.9
Gweru,Midlands,2025-06-03,79.4,32.7,12.8,82.4,29.4
Gweru,Midlands,2025-06-04,18.5,33.4,18.8,32.2,20.1
Gweru,Midlands,2025-06-05,24.4,30.1,19.1,57.4,12.4
Gweru,Midlands,2025-06-06,73.7,34.6,10.6,80.8,2.5
Gweru,Midlands,2025-06-07,27.0,31.4,17.8,69.9,1.2
Gweru,Midlands,2025-06-08,10.6,34.0,10.8,34.3,25.1
Gweru,Midlands,2025-06-09,51.3,25.3,11.7,78.6,29.7
Gweru,Midlands,2025-06-10,4.0,28.3,12.6,75.8,10.4
Gweru,Midlands,2025-06-11,57.2,28.1,15.4,77.2,14.1
Gweru,Midlands,2025-06-12,67.6,25.5,11.7,55.1,15.0
Gweru,Midlands,2025-06-13,38.3,32.1,15.6,78.9,15.4
Gweru,Midlands,2025-06-14,18.0,21.9,18.7,33.1,3.5
Gweru,Midlands,2025-06-15,5.1,26.4,15.3,31.1,15.5
Gweru,Midlands,2025-06-16,31.5,31.6,18.3,67.7,14.2
Gweru,Midlands,2025-06-17,17.3,32.7,13.4,49.6,27.5
Gweru,Midlands,2025-06-18,78.0,33.5,20.0,77.8,21.1
Gweru,Midlands,2025-06-19,23.5,34.3,18.8,43.2,14.7
Gweru,Midlands,2025-06-20,5.6,34.3,15.7,43.5,8.8
Gweru,Midlands,2025-06-21,78.5,29.2,14.2,57.5,3.0
Gweru,Midlands,2025-06-22,6.0,28.9,15.1,49.8,17.0
Gweru,Midlands,2025-06-23,5.8,34.2,12.9,33.9,5.1
Gweru,Midlands,2025-06-24,7.6,22.7,14.2,70.6,8.2
Gweru,Midlands,2025-06-25,34.9,33.9,13.0,73.7,4.7
Gweru,Midlands,2025-06-26,14.3,26.8,12.3,79.7,1.5
Gweru,Midlands,2025-06-27,47.8,29.1,10.7,70.3,14.1
Gweru,Midlands,2025-06-28,57.8,32.4,13.2,56.6,7.8
Gweru,Midlands,2025-06-29,16.1,20.0,19.6,54.3,0.4
Gweru,Midlands,2025-06-30,0.7,24.3,10.1,50.6,1.9
Gweru,Midlands,2025-07-01,3.1,30.0,19.1,52.5,25.1
Gweru,Midlands,2025-07-02,2.3,31.7,10.6,76.1,26.5
Gweru,Midlands,2025-07-03,62.9,32.3,15.6,44.6,19.3
Gweru,Midlands,2025-07-04,35.2,20.1,14.8,65.8,0.4
Gweru,Midlands,2025-07-05,49.7,29.8,11.6,53.7,28.9
Gweru,Midlands,2025-07-06,70.7,26.2,13.5,36.8,1.1
Gweru,Midlands,2025-07-07,23.8,34.1,19.6,74.7,10.5
Gweru,Midlands,2025-07-08,11.5,28.9,16.5,53.4,20.7
Gweru,Midlands,2025-07-09,59.7,31.7,15.0,73.5,0.8
Gweru,Midlands,2025-07-10,54.4,23.5,12.7,35.0,5.8
Gweru,Midlands,2025-07-11,79.4,26.2,19.3,39.0,6.1
Gweru,Midlands,2025-07-12,44.6,25.2,16.4,53.2,24.3
Gweru,Midlands,2025-07-13,34.5,28.6,13.2,68.7,19.6
Gweru,Midlands,2025-07-14,31.8,24.1,16.1,81.9,4.0
Gweru,Midlands,2025-07-15,63.9,28.1,15.3,82.9,18.2
Gweru,Midlands,2025-07-16,66.4,27.7,12.5,68.2,27.7
Gweru,Midlands,2025-07-17,67.3,23.0,13.2,58.4,17.1
Gweru,Midlands,2025-07-18,15.5,23.5,17.6,70.2,25.2
Gweru,Midlands,2025-07-19,74.6,24.6,18.6,66.6,28.7
Gweru,Midlands,2025-07-20,21.8,24.0,17.0,81.1,24.7
Gweru,Midlands,2025-07-21,58.2,25.8,17.2,74.1,22.6
Gweru,Midlands,2025-07-22,54.1,20.7,16.6,56.3,28.8
Gweru,Midlands,2025-07-23,48.6,29.1,19.9,35.1,8.3
Gweru,Midlands,2025-07-24,52.5,24.7,13.5,79.1,17.4
Gweru,Midlands,2025-07-25,8.2,24.7,10.8,60.6,5.2
Gweru,Midlands,2025-07-26,68.6,28.7,10.6,46.5,18.5
Gweru,Midlands,2025-07-27,26.8,27.7,19.1,49.3,10.1
Gweru,Midlands,2025-07-28,65.6,24.8,10.8,40.0,28.5
Gweru,Midlands,2025-07-29,74.7,23.4,15.5,37.6,20.2
Gweru,Midlands,2025-07-30,14.8,20.7,18.2,47.9,3.3
Gweru,Midlands,2025-07-31,66.7,31.4,16.8,80.1,14.7
Gweru,Midlands,2025-08-01,10.2,20.9,13.2,34.8,16.1
Gweru,Midlands,2025-08-02,1.2,26.7,11.8,50.3,20.3
Gweru,Midlands,2025-08-03,28.1,25.1,19.9,69.5,15.4
Gweru,Midlands,2025-08-04,46.4,29.3,10.2,34.4,19.5
Gweru,Midlands,2025-08-05,29.2,20.8,13.0,37.2,27.5
Gweru,Midlands,2025-08-06,16.2,22.2,16.3,58.7,17.3
Gweru,Midlands,2025-08-07,34.9,27.0,17.8,42.1,11.9
Gweru,Midlands,2025-08-08,76.6,22.8,12.9,40.5,0.6
Gweru,Midlands,2025-08-09,21.6,20.7,11.5,49.9,0.6
Gweru,Midlands,2025-08-10,60.2,31.9,14.1,84.2,20.4
Gweru,Midlands,2025-08-11,59.5,22.9,18.4,82.0,7.1
Gweru,Midlands,2025-08-12,54.9,31.2,13.1,56.1,2.9
Gweru,Midlands,2025-08-13,13.8,20.9,15.6,64.4,27.5
Gweru,Midlands,2025-08-14,43.4,23.9,10.6,78.7,14.4
Gweru,Midlands,2025-08-15,59.0,20.2,14.9,47.9,0.9
Gweru,Midlands,2025-08-16,62.1,27.7,13.3,74.3,13.4
Gweru,Midlands,2025-08-17,0.3,34.2,12.6,75.7,24.5
Gweru,Midlands,2025-08-18,13.0,27.1,10.4,49.5,21.9
Gweru,Midlands,2025-08-19,19.0,21.8,15.1,59.5,20.3
Gweru,Midlands,2025-08-20,60.7,30.4,18.5,42.3,17.1
Gweru,Midlands,2025-08-21,28.8,34.4,14.4,82.8,23.1
Gweru,Midlands,2025-08-22,57.5,27.4,14.4,59.0,8.8
Gweru,Midlands,2025-08-23,72.4,31.9,18.0,53.8,2.1
Gweru,Midlands,2025-08-24,54.6,25.6,18.7,72.9,4.4
Gweru,Midlands,2025-08-25,48.1,30.4,15.7,58.3,6.8
Gweru,Midlands,2025-08-26,18.9,31.5,10.2,72.8,15.8
Gweru,Midlands,2025-08-27,74.9,35.0,16.6,52.7,14.3
Gweru,Midlands,2025-08-28,16.3,21.5,15.8,74.3,7.9
Gweru,Midlands,2025-08-29,33.6,28.3,19.1,37.6,7.1
Gweru,Midlands,2025-08-30,73.5,20.6,16.6,65.2,11.5
Gweru,Midlands,2025-08-31,37.5,32.8,11.6,42.7,15.4
Gweru,Midlands,2025-09-01,32.8,28.6,19.2,80.4,6.9
Gweru,Midlands,2025-09-02,24.2,22.4,19.3,51.9,13.5
Gweru,Midlands,2025-09-03,64.2,27.7,11.2,54.1,18.9
Gweru,Midlands,2025-09-04,57.5,29.7,11.2,46.7,22.0
Gweru,Midlands,2025-09-05,70.4,20.7,10.4,65.4,16.4
Gweru,Midlands,2025-09-06,12.4,28.2,19.7,64.7,13.5
Gweru,Midlands,2025-09-07,66.2,23.2,14.1,59.0,15.1
Gweru,Midlands,2025-09-08,73.7,24.4,10.6,80.4,6.5
Gweru,Midlands,2025-09-09,30.3,28.0,19.8,59.4,13.4
Gweru,Midlands,2025-09-10,46.7,34.6,18.2,39.3,24.1
Gweru,Midlands,2025-09-11,67.3,30.4,16.6,54.2,19.3
Gweru,Midlands,2025-09-12,59.0,21.8,12.6,40.7,25.2
Gweru,Midlands,2025-09-13,54.4,26.8,18.3,69.4,27.4
Gweru,Midlands,2025-09-14,6.1,27.6,17.1,41.4,9.8
Gweru,Midlands,2025-09-15,33.5,31.9,14.9,57.1,12.9
Gweru,Midlands,2025-09-16,18.3,33.8,13.2,61.2,4.5
Gweru,Midlands,2025-09-17,34.7,33.6,20.0,49.9,4.6
Gweru,Midlands,2025-09-18,25.2,24.9,16.4,57.3,23.1
Gweru,Midlands,2025-09-19,56.1,23.8,17.8,76.6,18.0
Gweru,Midlands,2025-09-20,74.2,31.7,16.0,79.8,18.0
Gweru,Midlands,2025-09-21,41.7,25.3,18.8,36.7,14.2
Gweru,Midlands,2025-09-22,43.0,28.3,16.5,57.8,7.7
Gweru,Midlands,2025-09-23,68.6,29.9,18.6,45.2,19.1
Gweru,Midlands,2025-09-24,57.1,25.8,18.1,30.1,17.8
Gweru,Midlands,2025-09-25,49.1,28.0,16.3,39.2,20.5
Gweru,Midlands,2025-09-26,26.9,26.8,13.3,56.1,18.6
Gweru,Midlands,2025-09-27,67.1,27.3,13.2,56.8,20.7
Gweru,Midlands,2025-09-28,27.7,26.2,15.6,46.2,6.3
Gweru,Midlands,2025-09-29,11.2,25.3,10.5,62.1,5.3
Gweru,Midlands,2025-09-30,30.2,24.0,16.3,76.8,19.0
Gweru,Midlands,2025-10-01,43.4,30.0,10.3,36.8,2.8
Gweru,Midlands,2025-10-02,7.9,23.9,15.3,36.3,28.1
Gweru,Midlands,2025-10-03,68.3,34.6,10.4,76.8,24.1
Gweru,Midlands,2025-10-04,72.2,27.9,17.9,32.8,2.3
Gweru,Midlands,2025-10-05,9.5,33.7,10.6,35.5,27.9
Gweru,Midlands,2025-10-06,8.6,33.0,17.9,32.2,0.7
Gweru,Midlands,2025-10-07,42.8,35.0,18.8,47.1,11.6
Gweru,Midlands,2025-10-08,31.0,31.0,13.4,38.1,22.4
Gweru,Midlands,2025-10-09,36.6,21.2,17.9,62.2,14.7
Gweru,Midlands,2025-10-10,53.9,27.6,16.5,77.7,18.4
Gweru,Midlands,2025-10-11,52.8,29.2,15.3,39.5,10.1
Gweru,Midlands,2025-10-12,55.4,26.4,14.1,71.8,0.2
Gweru,Midlands,2025-10-13,54.3,27.3,13.8,48.7,5.2
Gweru,Midlands,2025-10-14,26.7,25.9,14.4,67.0,13.6
Gweru,Midlands,2025-10-15,63.7,29.6,11.9,45.2,2.4
Gweru,Midlands,2025-10-16,75.7,33.3,10.8,61.6,28.8
Gweru,Midlands,2025-10-17,59.8,27.4,12.4,45.3,22.1
Gweru,Midlands,2025-10-18,62.4,27.9,11.2,81.4,25.3
Gweru,Midlands,2025-10-19,11.2,20.9,15.4,45.6,8.5
Gweru,Midlands,2025-10-20,7.0,34.3,18.3,36.3,26.3
Gweru,Midlands,2025-10-21,54.6,24.9,18.7,62.9,25.5
Gweru,Midlands,2025-10-22,37.5,27.5,12.9,51.3,17.0
Gweru,Midlands,2025-10-23,75.8,29.0,11.5,30.4,25.5
Gweru,Midlands,2025-10-24,29.1,24.7,18.0,82.0,22.4
Gweru,Midlands,2025-10-25,13.9,25.9,17.6,79.9,30.0
Gweru,Midlands,2025-10-26,40.9,32.3,10.5,45.7,11.1
Gweru,Midlands,2025-10-27,78.0,20.1,13.1,81.2,9.2
Gweru,Midlands,2025-10-28,18.0,31.0,17.5,56.0,28.4
Gweru,Midlands,2025-10-29,16.2,33.7,17.6,50.3,24.2
Gweru,Midlands,2025-10-30,10.7,22.0,19.3,35.2,0.1
Gweru,Midlands,2025-10-31,31.1,21.6,18.6,80.7,14.5
Gweru,Midlands,2025-11-01,34.0,28.1,12.3,46.4,3.0
Gweru,Midlands,2025-11-02,35.7,29.2,19.3,70.6,21.7
Gweru,Midlands,2025-11-03,24.6,33.3,19.5,81.3,1.2
Gweru,Midlands,2025-11-04,48.3,29.6,13.0,84.6,8.7
Gweru,Midlands,2025-11-05,17.3,27.3,13.2,80.8,13.2
Gweru,Midlands,2025-11-06,32.8,29.4,10.8,71.6,23.1
Gweru,Midlands,2025-11-07,37.9,34.3,15.8,68.2,27.7
Gweru,Midlands,2025-11-08,53.3,26.5,10.2,70.1,28.9
Gweru,Midlands,2025-11-09,37.6,25.1,15.2,70.1,0.0
Gweru,Midlands,2025-11-10,71.0,33.3,15.4,36.7,20.2
Gweru,Midlands,2025-11-11,11.0,27.6,10.9,62.4,9.5
Gweru,Midlands,2025-11-12,66.5,32.0,20.0,44.2,1.9
Gweru,Midlands,2025-11-13,35.4,21.3,11.8,62.9,17.8
Gweru,Midlands,2025-11-14,3.5,26.6,15.3,44.7,26.2
Gweru,Midlands,2025-11-15,12.9,23.8,11.6,36.4,26.4
Gweru,Midlands,2025-11-16,22.2,30.8,14.3,65.0,27.8
Gweru,Midlands,2025-11-17,67.6,21.0,18.5,54.9,10.5
Gweru,Midlands,2025-11-18,53.8,34.3,10.9,72.2,6.1
Gweru,Midlands,2025-11-19,30.4,33.1,15.5,33.7,15.2
Gweru,Midlands,2025-11-20,63.2,27.9,11.7,54.5,27.7
Gweru,Midlands,2025-11-21,52.7,30.9,17.9,35.0,17.4
Gweru,Midlands,2025-11-22,30.1,22.1,12.0,73.0,4.8
Gweru,Midlands,2025-11-23,25.0,24.3,10.5,55.4,23.0
Gweru,Midlands,2025-11-24,1.8,21.7,17.2,62.6,21.5
Gweru,Midlands,2025-11-25,18.4,32.1,14.8,63.6,2.8
Gweru,Midlands,2025-11-26,16.4,31.6,12.2,35.1,17.9
Gweru,Midlands,2025-11-27,43.8,29.1,16.2,57.5,14.8
Gweru,Midlands,2025-11-28,73.9,28.0,16.2,44.7,26.1
Gweru,Midlands,2025-11-29,1.9,28.4,13.8,63.2,10.8
Gweru,Midlands,2025-11-30,57.4,20.3,14.1,75.7,7.5
Gweru,Midlands,2025-12-01,4.2,27.4,19.8,33.5,2.1
Gweru,Midlands,2025-12-02,47.6,23.8,14.1,75.7,6.0
Gweru,Midlands,2025-12-03,57.5,27.6,19.0,83.5,14.5
Gweru,Midlands,2025-12-04,46.8,31.2,13.2,42.5,28.9
Gweru,Midlands,2025-12-05,34.6,20.0,18.4,63.0,5.1
Gweru,Midlands,2025-12-06,2.4,24.4,19.3,81.3,9.3
Gweru,Midlands,2025-12-07,66.9,26.6,16.5,48.4,15.5
Gweru,Midlands,2025-12-08,23.5,20.9,11.4,46.0,29.3
Gweru,Midlands,2025-12-09,77.3,32.4,12.3,54.3,13.2
Gweru,Midlands,2025-12-10,31.0,20.7,15.3,34.0,24.1
Gweru,Midlands,2025-12-11,55.3,25.3,16.5,42.8,8.0
Gweru,Midlands,2025-12-12,25.1,32.0,12.1,61.0,6.0
Gweru,Midlands,2025-12-13,22.8,23.5,16.5,59.0,21.6
Gweru,Midlands,2025-12-14,17.6,20.1,16.8,36.3,7.4
Gweru,Midlands,2025-12-15,24.5,31.2,16.3,40.1,17.9
Gweru,Midlands,2025-12-16,56.7,25.8,12.5,67.3,18.3
Gweru,Midlands,2025-12-17,6.2,30.0,14.9,71.4,5.7
Gweru,Midlands,2025-12-18,20.7,28.1,14.8,51.3,22.4
Gweru,Midlands,2025-12-19,45.2,30.7,11.5,70.1,13.8
Gweru,Midlands,2025-12-20,2.7,23.5,10.3,55.1,9.8
Gweru,Midlands,2025-12-21,79.0,33.0,18.3,57.6,24.2
Gweru,Midlands,2025-12-22,21.3,28.4,13.9,39.4,2.2
Gweru,Midlands,2025-12-23,44.7,21.5,17.2,80.7,4.9
Gweru,Midlands,2025-12-24,37.7,31.1,12.9,80.6,26.7
Gweru,Midlands,2025-12-25,8.3,20.4,19.8,82.6,12.7
Gweru,Midlands,2025-12-26,4.0,29.3,12.9,81.5,23.8
Gweru,Midlands,2025-12-27,52.0,24.3,17.0,45.9,1.1
Gweru,Midlands,2025-12-28,40.7,27.3,17.6,77.6,10.6
Gweru,Midlands,2025-12-29,36.0,27.1,13.2,70.9,15.7
Gweru,Midlands,2025-12-30,73.1,29.8,12.1,39.1,11.2
Gweru,Midlands,2025-12-31,27.8,26.1,11.8,83.8,4.4
Gweru,Midlands,2026-01-01,52.2,20.2,14.1,47.0,11.5
Gweru,Midlands,2026-01-02,39.8,29.0,15.8,64.7,25.3
Gweru,Midlands,2026-01-03,70.9,31.1,10.8,82.9,28.4
Gweru,Midlands,2026-01-04,56.9,27.8,12.5,71.6,26.3
Gweru,Midlands,2026-01-05,53.2,29.4,11.9,49.7,21.7
Gweru,Midlands,2026-01-06,1.4,29.6,17.7,48.4,2.3
Gweru,Midlands,2026-01-07,65.5,22.1,13.7,68.9,24.5
Gweru,Midlands,2026-01-08,69.0,28.0,14.8,76.7,16.9
Gweru,Midlands,2026-01-09,46.3,26.5,13.7,56.4,10.9
Gweru,Midlands,2026-01-10,27.5,34.9,13.4,44.1,10.6
Gweru,Midlands,2026-01-11,47.3,33.7,17.9,76.3,25.8
Gweru,Midlands,2026-01-12,73.6,23.5,14.6,51.2,11.5
Gweru,Midlands,2026-01-13,52.2,26.0,16.2,51.0,9.3
Gweru,Midlands,2026-01-14,28.2,32.1,16.0,83.6,25.0
Gweru,Midlands,2026-01-15,38.9,23.6,16.7,70.0,13.9
Gweru,Midlands,2026-01-16,18.4,28.4,12.5,81.7,18.9
Gweru,Midlands,2026-01-17,23.4,23.2,17.2,68.9,17.9
Gweru,Midlands,2026-01-18,49.1,29.1,13.6,81.6,14.4
Gweru,Midlands,2026-01-19,1.6,25.2,11.3,50.0,18.2
Gweru,Midlands,2026-01-20,1.8,33.1,16.1,46.2,9.3
Gweru,Midlands,2026-01-21,37.3,23.7,10.0,31.5,10.7
Gweru,Midlands,2026-01-22,9.9,20.3,18.6,45.1,15.1
Gweru,Midlands,2026-01-23,14.4,20.7,17.4,36.9,0.8
Gweru,Midlands,2026-01-24,47.0,20.2,14.4,45.9,9.6
Gweru,Midlands,2026-01-25,0.3,34.5,15.2,61.5,20.0
Gweru,Midlands,2026-01-26,63.8,29.1,17.6,54.7,11.1
Gweru,Midlands,2026-01-27,65.9,33.0,11.4,59.8,20.5
Gweru,Midlands,2026-01-28,6.7,33.9,15.2,65.5,5.3
Gweru,Midlands,2026-01-29,21.2,21.8,12.6,57.1,25.0
Gweru,Midlands,2026-01-30,42.7,23.7,10.4,64.2,12.6
Gweru,Midlands,2026-01-31,78.7,31.7,18.1,30.7,23.3
Gweru,Midlands,2026-02-01,15.6,28.8,14.5,61.4,4.0
Gweru,Midlands,2026-02-02,36.6,20.6,10.4,66.2,28.6
Gweru,Midlands,2026-02-03,62.2,27.0,10.6,32.5,4.7
Gweru,Midlands,2026-02-04,78.1,26.0,18.4,68.8,18.2
Gweru,Midlands,2026-02-05,75.8,23.5,14.5,77.6,16.6
Gweru,Midlands,2026-02-06,19.7,23.1,17.5,30.7,27.4
Gweru,Midlands,2026-02-07,1.5,29.5,16.0,61.8,14.2
Gweru,Midlands,2026-02-08,68.2,29.9,17.8,36.4,1.5
Gweru,Midlands,2026-02-09,2.3,22.2,16.7,57.2,22.6
Gweru,Midlands,2026-02-10,15.3,25.5,18.9,81.5,27.7
Gweru,Midlands,2026-02-11,65.5,30.3,19.1,69.3,28.6
Gweru,Midlands,2026-02-12,2.0,33.8,15.6,36.1,6.4
Gweru,Midlands,2026-02-13,68.2,27.6,19.8,36.5,12.4
Gweru,Midlands,2026-02-14,26.5,27.7,16.3,66.4,0.0
Gweru,Midlands,2026-02-15,7.1,20.5,18.6,47.2,11.0
Gweru,Midlands,2026-02-16,36.0,32.7,10.1,36.5,20.6
Gweru,Midlands,2026-02-17,77.1,29.6,12.6,58.6,29.2
Gweru,Midlands,2026-02-18,42.2,25.6,13.8,83.2,21.6
Gweru,Midlands,2026-02-19,55.0,23.5,15.6,49.6,7.2
Gweru,Midlands,2026-02-20,71.6,25.7,12.8,81.2,5.9
Gweru,Midlands,2026-02-21,59.6,29.8,19.2,75.8,21.2
Gweru,Midlands,2026-02-22,25.2,27.4,19.4,31.3,23.8
Gweru,Midlands,2026-02-23,20.1,22.8,12.3,33.3,29.8
Gweru,Midlands,2026-02-24,69.6,27.8,17.2,60.6,24.3
Gweru,Midlands,2026-02-25,67.6,23.5,14.6,64.9,29.4
Gweru,Midlands,2026-02-26,54.6,33.5,18.5,62.0,26.8
Gweru,Midlands,2026-02-27,30.2,25.7,17.8,37.4,9.2
Gweru,Midlands,2026-02-28,48.7,26.3,19.4,82.7,15.1
Gweru,Midlands,2026-03-01,43.1,30.9,14.6,40.5,22.4
Gweru,Midlands,2026-03-02,59.0,23.7,18.3,63.8,7.1
Gweru,Midlands,2026-03-03,52.2,23.5,12.7,76.6,27.9
Gweru,Midlands,2026-03-04,20.6,33.9,12.4,36.4,1.7
Gweru,Midlands,2026-03-05,19.4,25.8,19.3,43.3,11.0
Gweru,Midlands,2026-03-06,58.7,24.5,16.8,53.8,5.9
Gweru,Midlands,2026-03-07,58.7,20.4,12.9,49.6,13.7
Gweru,Midlands,2026-03-08,54.4,26.9,15.9,62.8,11.2
Gweru,Midlands,2026-03-09,74.7,34.3,15.8,33.9,14.7
Gweru,Midlands,2026-03-10,14.8,27.2,11.9,68.7,2.4
Gweru,Midlands,2026-03-11,76.3,22.9,16.6,80.4,7.4
Gweru,Midlands,2026-03-12,74.7,25.8,19.6,83.4,5.6
Gweru,Midlands,2026-03-13,66.5,22.9,12.3,34.6,4.7
Gweru,Midlands,2026-03-14,50.6,26.7,17.9,48.3,29.1
Gweru,Midlands,2026-03-15,4.0,20.9,17.0,78.8,23.9
Gweru,Midlands,2026-03-16,39.2,24.0,10.1,58.0,14.3
Gweru,Midlands,2026-03-17,27.5,28.7,17.3,68.5,7.9
Gweru,Midlands,2026-03-18,46.8,22.2,11.2,73.2,20.8
Gweru,Midlands,2026-03-19,61.4,22.3,19.1,37.3,26.1
Gweru,Midlands,2026-03-20,28.2,21.6,12.9,40.0,14.7
Gweru,Midlands,2026-03-21,76.0,24.9,16.1,79.0,18.9
Gweru,Midlands,2026-03-22,29.0,34.9,11.9,58.8,23.9
Gweru,Midlands,2026-03-23,0.1,30.5,12.7,39.3,8.2
Gweru,Midlands,2026-03-24,77.3,33.4,12.1,36.4,10.9
Gweru,Midlands,2026-03-25,47.4,33.0,19.7,71.3,18.0
Gweru,Midlands,2026-03-26,11.4,21.1,16.0,59.6,25.4
Gweru,Midlands,2026-03-27,25.8,20.6,14.2,83.3,23.9
Gweru,Midlands,2026-03-28,2.7,33.1,14.7,50.1,10.4
Gweru,Midlands,2026-03-29,47.6,28.0,16.6,61.6,4.3
Gweru,Midlands,2026-03-30,20.6,32.6,16.6,54.7,5.5
Gweru,Midlands,2026-03-31,0.6,24.7,10.5,56.5,24.7
Gweru,Midlands,2026-04-01,22.8,32.7,17.0,36.9,19.3
Gweru,Midlands,2026-04-02,12.1,29.8,11.4,51.6,17.0
Gweru,Midlands,2026-04-03,4.0,22.3,13.2,55.4,25.8
Gweru,Midlands,2026-04-04,15.0,25.2,14.8,46.3,18.8
Masvingo,Masvingo,2025-04-05,20.5,31.6,15.1,34.7,18.8
Masvingo,Masvingo,2025-04-06,45.5,25.1,10.1,41.0,12.2
Masvingo,Masvingo,2025-04-07,16.0,28.7,17.1,77.1,19.4
Masvingo,Masvingo,2025-04-08,55.1,29.1,19.9,44.4,8.0
Masvingo,Masvingo,2025-04-09,10.1,27.3,11.0,44.9,14.5
Masvingo,Masvingo,2025-04-10,76.6,34.5,17.4,51.4,26.0
Masvingo,Masvingo,2025-04-11,70.0,33.7,16.4,41.1,2.7
Masvingo,Masvingo,2025-04-12,73.2,20.8,13.0,56.8,0.7
Masvingo,Masvingo,2025-04-13,72.6,24.3,10.3,84.6,9.3
Masvingo,Masvingo,2025-04-14,70.1,26.8,16.6,43.3,15.1
Masvingo,Masvingo,2025-04-15,20.6,34.3,10.6,45.1,26.8
Masvingo,Masvingo,2025-04-16,38.4,29.0,16.5,33.9,0.5
Masvingo,Masvingo,2025-04-17,75.0,24.1,13.8,67.5,7.1
Masvingo,Masvingo,2025-04-18,58.6,26.9,18.6,45.3,6.1
Masvingo,Masvingo,2025-04-19,66.5,24.9,14.1,73.7,19.1
